"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","counterbalance.nnh1","counterbalance.yw81","randomiser.rl3q","counterbalance.oqb7","counterbalance.3hrr","Page","Page.ID","Page.Counter","Question","Response.Type","Key","Response","Tag","OptionOrder","Object.Name","Object.Number","Object.ID"
"142",1691522206964,"08/08/2023, 19:16:46",1691533006964,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به ترکی آذری مسلط باشم   </p>","response","value","6",NA,"","Rating Scale",4,"object-99"
"143",1691522206965,"08/08/2023, 19:16:46",1691533006965,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به ترکی آذری مسلط باشم   </p>","response","quantised","7",NA,"","Rating Scale",4,"object-99"
"144",1691522206967,"08/08/2023, 19:16:46",1691533006967,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به فارسی مسلط باشم   </p>","response","value","5",NA,"","Rating Scale",5,"object-100"
"145",1691522206968,"08/08/2023, 19:16:46",1691533006968,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  برایم مهم است که به فارسی مسلط باشم   </p>","response","quantised","6",NA,"","Rating Scale",5,"object-100"
"146",1691522206970,"08/08/2023, 19:16:46",1691533006970,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به ترکی آذری مسلط هستم </p>","response","value","6",NA,"","Rating Scale",6,"object-101"
"147",1691522206971,"08/08/2023, 19:16:46",1691533006971,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به ترکی آذری مسلط هستم </p>","response","quantised","7",NA,"","Rating Scale",6,"object-101"
"148",1691522206973,"08/08/2023, 19:16:46",1691533006973,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به فارسی مسلط هستم </p>","response","value","5",NA,"","Rating Scale",7,"object-102"
"149",1691522206974,"08/08/2023, 19:16:46",1691533006974,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;"">  می‌خواهم دیگران بدانند که من به فارسی مسلط هستم </p>","response","quantised","6",NA,"","Rating Scale",7,"object-102"
"150",1691522206976,"08/08/2023, 19:16:46",1691533006976,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان ترکی آذری صحبت کنند و مسلط باشند. (اگر فرزندی ندارید نظر کلی‌تان را بیان کنید) </p>","response","value","6",NA,"","Rating Scale",8,"object-103"
"151",1691522206978,"08/08/2023, 19:16:46",1691533006978,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان ترکی آذری صحبت کنند و مسلط باشند. (اگر فرزندی ندارید نظر کلی‌تان را بیان کنید) </p>","response","quantised","7",NA,"","Rating Scale",8,"object-103"
"152",1691522206979,"08/08/2023, 19:16:46",1691533006979,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان فارسی صحبت کنند و مسلط باشند </p>","response","value","6",NA,"","Rating Scale",9,"object-104"
"153",1691522206981,"08/08/2023, 19:16:46",1691533006981,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> برایم مهم است که فرزندانم به زبان فارسی صحبت کنند و مسلط باشند </p>","response","quantised","7",NA,"","Rating Scale",9,"object-104"
"154",1691522206982,"08/08/2023, 19:16:46",1691533006982,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> افسوس می‌خورم که فرزندانم به جای استفاده از کلمات ترکی آذری از کلمات فارسی استفاده می‌کنند

  </p>","response","value","5",NA,"","Rating Scale",10,"object-105"
"155",1691522206984,"08/08/2023, 19:16:46",1691533006984,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","Page 3","hdly1e",3,"<p style=""text-align: right;""> افسوس می‌خورم که فرزندانم به جای استفاده از کلمات ترکی آذری از کلمات فارسی استفاده می‌کنند

  </p>","response","quantised","6",NA,"","Rating Scale",10,"object-105"
"156",1691522206986,"08/08/2023, 19:16:46",1691533006986,3.5,"09/08/2023, 01:16:46",140362,25,"questionnaire-e274",NA,31108829,9221421,NA,"complete","pqzrur",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x743",NA,"Questionnaire",4,"Spreadsheet1","Spreadsheet1",1,"","","","",NA,"","5","","END",NA,"","",NA,""
"﻿1",1691918198212,"13/08/2023, 09:16:38",1691928998212,3.5,"13/08/2023, 15:16:38",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","","",NA,"","5","","BEGIN",NA,"","",NA,""
"84",1691918808837,"13/08/2023, 09:26:48",1691929608837,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;"">چند سال دارید؟</p>  ","response","value","47",NA,"","Text Input",2,"object-13"
"85",1691918808839,"13/08/2023, 09:26:48",1691929608839,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> جنسیت شما چیست؟</p>  ","response","value","زن",NA,"زن|مرد|ترجیح می‌دهم نگویم","Multiple Choice",3,"object-117"
"86",1691918808839,"13/08/2023, 09:26:48",1691929608839,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> جنسیت شما چیست؟</p>  ","response","quantised","1",NA,"زن|مرد|ترجیح می‌دهم نگویم","Multiple Choice",3,"object-117"
"87",1691918808840,"13/08/2023, 09:26:48",1691929608840,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> کدام شهر/روستا به دنیا آمدید؟</p>  ","response","value","مراغه",NA,"","Text Input",4,"object-15"
"88",1691918808840,"13/08/2023, 09:26:48",1691929608840,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","ترکی","0",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"89",1691918808841,"13/08/2023, 09:26:48",1691929608841,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","فارسی","0",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"90",1691918808842,"13/08/2023, 09:26:48",1691929608842,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","هر دو","1",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"91",1691918808842,"13/08/2023, 09:26:48",1691929608842,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> به چه زبان(هایی) صحبت می‌کنید؟ (زبان‌هایی را که به صورت روزمره استفاده می‌کنید و مسلط هستید بنویسید.)  </p>","response","__other","0",NA,"ترکی|فارسی|هر دو","Multiple Choice",5,"object-120"
"92",1691918808844,"13/08/2023, 09:26:48",1691929608844,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;"">  (می‌توانید نام شهرتان را بنویسید)به کدام لهجه ترکی صحبت می‌کنید؟</p>  ","response","value","مراغه",NA,"","Text Input",6,"object-16"
"93",1691918808844,"13/08/2023, 09:26:48",1691929608844,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;"">   بالاترین مدرک تحصیلی‌تان چی هست؟</p>  ","response","value","دیپلم/کاردانی ",NA,"ابتدایی|دیپلم/کاردانی |کارشناسی|کارشناسی ارشد |دکترا","Dropdown",7,"object-18"
"94",1691918808845,"13/08/2023, 09:26:48",1691929608845,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;"">   بالاترین مدرک تحصیلی‌تان چی هست؟</p>  ","response","quantised","2",NA,"ابتدایی|دیپلم/کاردانی |کارشناسی|کارشناسی ارشد |دکترا","Dropdown",7,"object-18"
"95",1691918808846,"13/08/2023, 09:26:48",1691929608846,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;"">لطفا شغلتان را بنویسید؟</p>  ","response","value","-",NA,"","Text Input",8,"object-19"
"96",1691918808847,"13/08/2023, 09:26:48",1691929608847,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> در چه سنی زبان‌های زیر را یاد گرفتید؟</p>  ","response","value","2",NA,"","Rating Scale",9,"object-109"
"97",1691918808848,"13/08/2023, 09:26:48",1691929608848,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> در چه سنی زبان‌های زیر را یاد گرفتید؟</p>  ","response","quantised","2",NA,"","Rating Scale",9,"object-109"
"98",1691918808849,"13/08/2023, 09:26:48",1691929608849,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","6",NA,"","Rating Scale",10,"object-110"
"99",1691918808849,"13/08/2023, 09:26:48",1691929608849,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","quantised","6",NA,"","Rating Scale",10,"object-110"
"100",1691918808850,"13/08/2023, 09:26:48",1691929608850,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","20+",NA,"","Rating Scale",11,"object-111"
"101",1691918808851,"13/08/2023, 09:26:48",1691929608851,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","quantised","20",NA,"","Rating Scale",11,"object-111"
"102",1691918808852,"13/08/2023, 09:26:48",1691929608852,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> در چه سنی احساس کردید به راحتی می‌توانید از زبان‌های زیر استفاده کنید؟</p>  ","response","value","از وقتی که یادمه",NA,"","Rating Scale",12,"object-112"
"103",1691918808854,"13/08/2023, 09:26:48",1691929608854,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> در چه سنی احساس کردید به راحتی می‌توانید از زبان‌های زیر استفاده کنید؟</p>  ","response","quantised","1",NA,"","Rating Scale",12,"object-112"
"104",1691918808854,"13/08/2023, 09:26:48",1691929608854,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","6",NA,"","Rating Scale",13,"object-113"
"105",1691918808856,"13/08/2023, 09:26:48",1691929608856,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","quantised","7",NA,"","Rating Scale",13,"object-113"
"106",1691918808856,"13/08/2023, 09:26:48",1691929608856,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","مسلط نیستم",NA,"","Rating Scale",14,"object-114"
"107",1691918808858,"13/08/2023, 09:26:48",1691929608858,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","quantised","1",NA,"","Rating Scale",14,"object-114"
"108",1691918808859,"13/08/2023, 09:26:48",1691929608859,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> بیشتر راحت هستید با کدام زبان زیر صحبت کنید؟ </p>  ","response","value","ترکی آذری",NA,"ترکی آذری|فارسی|هر دو","Dropdown",15,"object-26"
"109",1691918808860,"13/08/2023, 09:26:48",1691929608860,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> بیشتر راحت هستید با کدام زبان زیر صحبت کنید؟ </p>  ","response","quantised","1",NA,"ترکی آذری|فارسی|هر دو","Dropdown",15,"object-26"
"110",1691918808861,"13/08/2023, 09:26:48",1691929608861,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","13",NA,"","Slider",17,"object-28"
"111",1691918808862,"13/08/2023, 09:26:48",1691929608862,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;"">  چند سال در خانواده یا محیطی (خوابگاه یا هم‌خانه) زندگی کردید که به زبان‌های زیر صحبت می‌شد/می‌شود؟</p>  ","response","value","45",NA,"","Slider",19,"object-31"
"112",1691918808863,"13/08/2023, 09:26:48",1691929608863,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;"">  چند سال در محیط کاری سپری کردید که به زبان‌های زیر صحبت می‌شد/می‌شود؟</p>  ","response","value","12",NA,"","Slider",22,"object-34"
"113",1691918808864,"13/08/2023, 09:26:48",1691929608864,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> آیا تا به حال در کلاس‌های آذری یا ترکی استانبولی شرکت کردید؟ </p>  ","response","value","نه",NA,"نه|کمتر از 6 ماه       |1 سال     |بیشتر از 1 سال","Dropdown",25,"object-38"
"114",1691918808865,"13/08/2023, 09:26:48",1691929608865,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"<p style=""text-align: right;""> آیا تا به حال در کلاس‌های آذری یا ترکی استانبولی شرکت کردید؟ </p>  ","response","quantised","1",NA,"نه|کمتر از 6 ماه       |1 سال     |بیشتر از 1 سال","Dropdown",25,"object-38"
"115",1691918808867,"13/08/2023, 09:26:48",1691929608867,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"  <p style=""text-align: right;"">چند سال از مدرسه یا دانشگاه را (کلاس ریاضی، تاریخ، هنر، دستور و غیره) به زبان‌های زیر سپری کردید؟ </p>  ","response","value","1",NA,"","Slider",16,"object-27"
"116",1691918808868,"13/08/2023, 09:26:48",1691929608868,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","0",NA,"","Slider",18,"object-30"
"117",1691918808869,"13/08/2023, 09:26:48",1691929608869,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","1",NA,"","Slider",20,"object-32"
"118",1691918808870,"13/08/2023, 09:26:48",1691929608870,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","0",NA,"","Slider",21,"object-33"
"119",1691918808871,"13/08/2023, 09:26:48",1691929608871,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","1",NA,"","Slider",23,"object-35"
"120",1691918808872,"13/08/2023, 09:26:48",1691929608872,3.5,"13/08/2023, 15:26:48",140362,25,"questionnaire-e274",NA,31164616,9239415,NA,"complete","axplgs",NA,"computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,"Questionnaire",4,"","",2,"Spreadsheet1","spreadsheet3","Page 1","2dxwtu",1,"","response","value","0",NA,"","Slider",24,"object-36"
